4.243899583816528,2,39
4.243899583816528,3,39
6.996823787689209,2,39
6.996823787689209,3,39
7.979024648666382,2,39
7.979024648666382,3,39
8.991680145263672,2,39
8.991680145263672,3,39
49.94221091270447,2,42
49.94221091270447,3,42
51.25476026535034,2,42
51.25476026535034,3,42
73.53005647659302,2,42
73.53005647659302,3,42
74.5344455242157,2,42
74.5344455242157,3,42
75.30741667747498,2,42
75.30741667747498,3,42
76.23004722595215,2,42
76.23004722595215,3,42
84.95280504226685,2,46
84.95280504226685,3,46
85.52928233146667,2,46
85.52928233146667,3,46
